population,origin,destination,toFromPrefix,shareOfCar,shareOfScooter,shareOfTrain,shareOfTaxi,shareOfMRT,shareOfBus,shareOfBike,shareOfWalk
680,C02,C02,基隆市七堵區-基隆市七堵區,0.148529412,0.505882353,0.020588235,0,0,0.098529412,0,0.226470588
10,C02,C05,基隆市七堵區-基隆市中山區,0,0,0,0,0,1,0,0
93,C02,C01,基隆市七堵區-基隆市中正區,0.182795699,0.537634409,0.172043011,0,0,0.107526882,0,0
84,C02,C04,基隆市七堵區-基隆市仁愛區,0,0.392857143,0,0,0,0.607142857,0,0
64,C02,C07,基隆市七堵區-基隆市信義區,0.3125,0.25,0.21875,0,0,0.21875,0,0
69,C02,C06,基隆市七堵區-基隆市安樂區,0.623188406,0.376811594,0,0,0,0,0,0
48,C02,F18,基隆市七堵區-新北市中和區,0.708333333,0.291666667,0,0,0,0,0,0
30,C02,F01,基隆市七堵區-新北市新莊區,1,0,0,0,0,0,0,0
341,C02,F28,基隆市七堵區-新北市汐止區,0.357771261,0.472140762,0.041055718,0,0,0.129032258,0,0
20,C02,F27,基隆市七堵區-新北市淡水區,0,1,0,0,0,0,0,0
20,C02,F21,基隆市七堵區-新北市瑞芳區,0,0,1,0,0,0,0,0
16,C02,H03,基隆市七堵區-桃園市中壢區,1,0,0,0,0,0,0,0
20,C02,A10,基隆市七堵區-臺北市中山區,1,0,0,0,0,0,0,0
45,C02,A03,基隆市七堵區-臺北市中正區,1,0,0,0,0,0,0,0
41,C02,A17,基隆市七堵區-臺北市信義區,0.609756098,0,0.390243902,0,0,0,0,0
57,C02,A14,基隆市七堵區-臺北市內湖區,0.175438596,0.280701754,0.298245614,0,0.245614035,0,0,0
85,C02,A13,基隆市七堵區-臺北市南港區,0,0.623529412,0.376470588,0,0,0,0,0
14,C02,A15,基隆市七堵區-臺北市士林區,0,0,1,0,0,0,0,0
37,C02,A02,基隆市七堵區-臺北市大安區,0.621621622,0,0.378378378,0,0,0,0,0
30,C02,A01,基隆市七堵區-臺北市松山區,0,0,1,0,0,0,0,0
79,C05,C02,基隆市中山區-基隆市七堵區,0.506329114,0.202531646,0,0,0,0.291139241,0,0
561,C05,C05,基隆市中山區-基隆市中山區,0.14973262,0.427807487,0,0,0,0.311942959,0,0.110516934
160,C05,C01,基隆市中山區-基隆市中正區,0,0.8375,0,0,0,0.1625,0,0
367,C05,C04,基隆市中山區-基隆市仁愛區,0.038147139,0.534059946,0,0,0,0.384196185,0,0.04359673
142,C05,C07,基隆市中山區-基隆市信義區,0.161971831,0.478873239,0,0,0,0.14084507,0,0.218309859
195,C05,C06,基隆市中山區-基隆市安樂區,0,0.666666667,0,0,0,0.251282051,0,0.082051282
43,C05,C03,基隆市中山區-基隆市暖暖區,0.534883721,0.465116279,0,0,0,0,0,0
20,C05,F14,基隆市中山區-新北市板橋區,0,1,0,0,0,0,0,0
74,C05,F28,基隆市中山區-新北市汐止區,0.459459459,0.27027027,0,0,0,0,0.27027027,0
16,C05,F31,基隆市中山區-新北市石門區,1,0,0,0,0,0,0,0
15,C05,F24,基隆市中山區-新北市貢寮區,0,1,0,0,0,0,0,0
25,C05,F25,基隆市中山區-新北市金山區,0,1,0,0,0,0,0,0
73,C05,A10,基隆市中山區-臺北市中山區,0.589041096,0,0,0,0,0.410958904,0,0
65,C05,A17,基隆市中山區-臺北市信義區,0.384615385,0,0,0,0,0.615384615,0,0
83,C05,A14,基隆市中山區-臺北市內湖區,0.192771084,0,0,0,0,0.807228916,0,0
28,C05,A13,基隆市中山區-臺北市南港區,0.5,0,0,0,0,0.5,0,0
16,C05,A15,基隆市中山區-臺北市士林區,1,0,0,0,0,0,0,0
23,C05,A02,基隆市中山區-臺北市大安區,0,0,0,0,0,1,0,0
44,C05,A01,基隆市中山區-臺北市松山區,0.318181818,0.363636364,0,0,0,0.318181818,0,0
55,C01,C02,基隆市中正區-基隆市七堵區,0.290909091,0.709090909,0,0,0,0,0,0
28,C01,C05,基隆市中正區-基隆市中山區,0,0,0,0,0,1,0,0
852,C01,C01,基隆市中正區-基隆市中正區,0.134976526,0.544600939,0,0.019953052,0,0.224178404,0,0.07629108
194,C01,C04,基隆市中正區-基隆市仁愛區,0.18556701,0.304123711,0,0.087628866,0,0.422680412,0,0
187,C01,C07,基隆市中正區-基隆市信義區,0.085561497,0.689839572,0,0,0,0.22459893,0,0
60,C01,C06,基隆市中正區-基隆市安樂區,0.233333333,0.483333333,0,0,0,0.283333333,0,0
15,C01,C03,基隆市中正區-基隆市暖暖區,0,1,0,0,0,0,0,0
16,C01,F15,基隆市中正區-新北市三峽區,1,0,0,0,0,0,0,0
20,C01,F03,基隆市中正區-新北市五股區,1,0,0,0,0,0,0,0
54,C01,F28,基隆市中正區-新北市汐止區,0.62962963,0.37037037,0,0,0,0,0,0
39,C01,F21,基隆市中正區-新北市瑞芳區,0,1,0,0,0,0,0,0
16,C01,F26,基隆市中正區-新北市萬里區,0,1,0,0,0,0,0,0
14,C01,H05,基隆市中正區-桃園市蘆竹區,1,0,0,0,0,0,0,0
20,C01,H12,基隆市中正區-桃園市觀音區,1,0,0,0,0,0,0,0
72,C01,A10,基隆市中正區-臺北市中山區,0.277777778,0,0,0,0,0.722222222,0,0
43,C01,A03,基隆市中正區-臺北市中正區,0.465116279,0,0,0,0,0.534883721,0,0
57,C01,A14,基隆市中正區-臺北市內湖區,0.350877193,0,0,0,0,0.649122807,0,0
84,C01,A02,基隆市中正區-臺北市大安區,0.19047619,0,0,0,0,0.80952381,0,0
49,C01,A01,基隆市中正區-臺北市松山區,0,0.306122449,0,0,0,0.693877551,0,0
86,C04,C02,基隆市仁愛區-基隆市七堵區,0,0.372093023,0.627906977,0,0,0,0,0
60,C04,C05,基隆市仁愛區-基隆市中山區,0,0.766666667,0,0,0,0.233333333,0,0
103,C04,C01,基隆市仁愛區-基隆市中正區,0,0.388349515,0,0.155339806,0,0.097087379,0,0.359223301
696,C04,C04,基隆市仁愛區-基隆市仁愛區,0.064655172,0.576149425,0,0.024425287,0,0.110632184,0.024425287,0.199712644
169,C04,C07,基隆市仁愛區-基隆市信義區,0.094674556,0.609467456,0,0,0,0.100591716,0,0.195266272
104,C04,C06,基隆市仁愛區-基隆市安樂區,0,0.596153846,0,0,0,0.163461538,0,0.240384615
16,C04,C03,基隆市仁愛區-基隆市暖暖區,0,1,0,0,0,0,0,0
14,C04,F01,基隆市仁愛區-新北市新莊區,1,0,0,0,0,0,0,0
65,C04,F28,基隆市仁愛區-新北市汐止區,0.569230769,0.430769231,0,0,0,0,0,0
10,C04,F21,基隆市仁愛區-新北市瑞芳區,0,0,1,0,0,0,0,0
17,C04,F26,基隆市仁愛區-新北市萬里區,0,0,0,0,0,1,0,0
25,C04,F04,基隆市仁愛區-新北市蘆洲區,1,0,0,0,0,0,0,0
25,C04,A10,基隆市仁愛區-臺北市中山區,1,0,0,0,0,0,0,0
52,C04,A03,基隆市仁愛區-臺北市中正區,0.692307692,0,0.307692308,0,0,0,0,0
71,C04,A17,基隆市仁愛區-臺北市信義區,0,0,0,0,0,1,0,0
77,C04,A14,基隆市仁愛區-臺北市內湖區,0.792207792,0.207792208,0,0,0,0,0,0
14,C04,A13,基隆市仁愛區-臺北市南港區,0,0,1,0,0,0,0,0
16,C04,A02,基隆市仁愛區-臺北市大安區,0,0,0,0,0,1,0,0
57,C04,A01,基隆市仁愛區-臺北市松山區,0,0.350877193,0.403508772,0,0,0.245614035,0,0
63,C07,C02,基隆市信義區-基隆市七堵區,0.222222222,0.365079365,0,0,0,0.412698413,0,0
91,C07,C05,基隆市信義區-基隆市中山區,0.318681319,0.681318681,0,0,0,0,0,0
169,C07,C01,基隆市信義區-基隆市中正區,0.230769231,0.710059172,0,0,0,0.059171598,0,0
401,C07,C04,基隆市信義區-基隆市仁愛區,0.157107232,0.600997506,0,0,0,0.162094763,0,0.079800499
894,C07,C07,基隆市信義區-基隆市信義區,0.106263982,0.466442953,0,0.01901566,0,0.337807606,0,0.070469799
114,C07,C06,基隆市信義區-基隆市安樂區,0.263157895,0.736842105,0,0,0,0,0,0
20,C07,F07,基隆市信義區-新北市新店區,1,0,0,0,0,0,0,0
16,C07,F14,基隆市信義區-新北市板橋區,0,0,0,0,0,1,0,0
87,C07,F28,基隆市信義區-新北市汐止區,0,0.735632184,0,0,0,0.264367816,0,0
31,C07,F21,基隆市信義區-新北市瑞芳區,0.451612903,0,0,0,0,0.548387097,0,0
15,C07,F24,基隆市信義區-新北市貢寮區,1,0,0,0,0,0,0,0
57,C07,A10,基隆市信義區-臺北市中山區,0.438596491,0,0,0,0,0.561403509,0,0
83,C07,A03,基隆市信義區-臺北市中正區,0.445783133,0,0,0,0,0.554216867,0,0
29,C07,A17,基隆市信義區-臺北市信義區,0,0,0,0,0,1,0,0
72,C07,A14,基隆市信義區-臺北市內湖區,0.444444444,0,0,0,0,0.555555556,0,0
15,C07,A16,基隆市信義區-臺北市北投區,0,0,0,0,0,1,0,0
29,C07,A13,基隆市信義區-臺北市南港區,0,0.482758621,0,0,0,0.517241379,0,0
15,C07,A09,基隆市信義區-臺北市大同區,0,0,0,0,0,1,0,0
14,C07,A02,基隆市信義區-臺北市大安區,0,0,0,0,0,1,0,0
65,C07,A01,基隆市信義區-臺北市松山區,0,0,0,0,0,1,0,0
32,C07,A05,基隆市信義區-臺北市萬華區,0.5,0,0,0,0,0.5,0,0
107,C06,C02,基隆市安樂區-基隆市七堵區,0.130841121,0.710280374,0,0,0,0.158878505,0,0
86,C06,C05,基隆市安樂區-基隆市中山區,0.186046512,0.61627907,0,0,0,0.197674419,0,0
189,C06,C01,基隆市安樂區-基隆市中正區,0.238095238,0.312169312,0,0,0,0.44973545,0,0
347,C06,C04,基隆市安樂區-基隆市仁愛區,0.193083573,0.417867435,0,0,0,0.30259366,0,0.086455331
194,C06,C07,基隆市安樂區-基隆市信義區,0.154639175,0.474226804,0,0,0,0.371134021,0,0
1140,C06,C06,基隆市安樂區-基隆市安樂區,0.136842105,0.353508772,0,0.014912281,0,0.285087719,0,0.209649123
16,C06,C03,基隆市安樂區-基隆市暖暖區,0,1,0,0,0,0,0,0
48,C06,F18,基隆市安樂區-新北市中和區,0.583333333,0.416666667,0,0,0,0,0,0
20,C06,F07,基隆市安樂區-新北市新店區,1,0,0,0,0,0,0,0
10,C06,F14,基隆市安樂區-新北市板橋區,0,0,0,0,0,1,0,0
137,C06,F28,基隆市安樂區-新北市汐止區,0.284671533,0.430656934,0,0,0,0.284671533,0,0
20,C06,F27,基隆市安樂區-新北市淡水區,1,0,0,0,0,0,0,0
32,C06,F21,基隆市安樂區-新北市瑞芳區,0.5,0.5,0,0,0,0,0,0
72,C06,F26,基隆市安樂區-新北市萬里區,0.763888889,0,0,0,0,0.236111111,0,0
17,C06,F04,基隆市安樂區-新北市蘆洲區,1,0,0,0,0,0,0,0
16,C06,F25,基隆市安樂區-新北市金山區,1,0,0,0,0,0,0,0
96,C06,A10,基隆市安樂區-臺北市中山區,0.520833333,0,0.15625,0,0,0.322916667,0,0
51,C06,A03,基隆市安樂區-臺北市中正區,1,0,0,0,0,0,0,0
30,C06,A17,基隆市安樂區-臺北市信義區,1,0,0,0,0,0,0,0
168,C06,A14,基隆市安樂區-臺北市內湖區,0.636904762,0,0,0,0,0.363095238,0,0
14,C06,A16,基隆市安樂區-臺北市北投區,1,0,0,0,0,0,0,0
69,C06,A13,基隆市安樂區-臺北市南港區,0.362318841,0.434782609,0,0,0,0.202898551,0,0
14,C06,A15,基隆市安樂區-臺北市士林區,0,0,0,0,0,1,0,0
99,C06,A02,基隆市安樂區-臺北市大安區,0.393939394,0,0,0,0,0.606060606,0,0
26,C06,A11,基隆市安樂區-臺北市文山區,0,0,0,0,0,1,0,0
30,C06,A01,基隆市安樂區-臺北市松山區,0,0,0,0,0,1,0,0
119,C03,C02,基隆市暖暖區-基隆市七堵區,0.268907563,0.462184874,0,0,0,0.268907563,0,0
14,C03,C05,基隆市暖暖區-基隆市中山區,1,0,0,0,0,0,0,0
115,C03,C01,基隆市暖暖區-基隆市中正區,0.295652174,0.347826087,0,0,0,0.356521739,0,0
206,C03,C04,基隆市暖暖區-基隆市仁愛區,0.32038835,0.155339806,0,0,0,0.524271845,0,0
123,C03,C07,基隆市暖暖區-基隆市信義區,0.520325203,0.365853659,0,0,0,0.113821138,0,0
42,C03,C06,基隆市暖暖區-基隆市安樂區,0.595238095,0,0,0,0,0.404761905,0,0
317,C03,C03,基隆市暖暖區-基隆市暖暖區,0.223974763,0.391167192,0,0.050473186,0,0.195583596,0,0.138801262
20,C03,F15,基隆市暖暖區-新北市三峽區,1,0,0,0,0,0,0,0
20,C03,F19,基隆市暖暖區-新北市土城區,1,0,0,0,0,0,0,0
100,C03,F28,基隆市暖暖區-新北市汐止區,0.15,0.69,0.16,0,0,0,0,0
20,C03,F27,基隆市暖暖區-新北市淡水區,1,0,0,0,0,0,0,0
117,C03,F21,基隆市暖暖區-新北市瑞芳區,0.666666667,0.333333333,0,0,0,0,0,0
16,C03,F24,基隆市暖暖區-新北市貢寮區,1,0,0,0,0,0,0,0
31,C03,A10,基隆市暖暖區-臺北市中山區,0.483870968,0,0.516129032,0,0,0,0,0
10,C03,A03,基隆市暖暖區-臺北市中正區,0,0,0,0,0,1,0,0
71,C03,A17,基隆市暖暖區-臺北市信義區,0,0,0.323943662,0,0,0.676056338,0,0
46,C03,A14,基隆市暖暖區-臺北市內湖區,0.369565217,0,0,0,0,0.630434783,0,0
33,C03,A11,基隆市暖暖區-臺北市文山區,0,0,0.303030303,0,0,0.696969697,0,0
30,C03,A01,基隆市暖暖區-臺北市松山區,0,0,0,0,0,1,0,0
14,C03,A05,基隆市暖暖區-臺北市萬華區,1,0,0,0,0,0,0,0
194,F15,F15,新北市三峽區-新北市三峽區,0.206185567,0.304123711,0,0,0,0.25257732,0,0.237113402
15,F15,F19,新北市三峽區-新北市土城區,0,0,0,0,0,1,0,0
10,F15,F07,新北市三峽區-新北市新店區,0,0,0,0,0,1,0,0
14,F15,F01,新北市三峽區-新北市新莊區,0,0,0,0,0,1,0,0
10,F15,F14,新北市三峽區-新北市板橋區,0,1,0,0,0,0,0,0
49,F15,F16,新北市三峽區-新北市鶯歌區,0.306122449,0.408163265,0,0,0,0.285714286,0,0
14,F15,H04,新北市三峽區-桃園市楊梅區,0,0,1,0,0,0,0,0
25,F15,A02,新北市三峽區-臺北市大安區,0,0,0,0,1,0,0,0
88,F30,F30,新北市三芝區-新北市三芝區,0.284090909,0.159090909,0,0,0,0,0,0.556818182
20,F30,F33,新北市三芝區-新北市永和區,1,0,0,0,0,0,0,0
14,F30,F27,新北市三芝區-新北市淡水區,0,1,0,0,0,0,0,0
32,F30,F31,新北市三芝區-新北市石門區,0,1,0,0,0,0,0,0
31,F30,F25,新北市三芝區-新北市金山區,1,0,0,0,0,0,0,0
15,F30,A03,新北市三芝區-臺北市中正區,1,0,0,0,0,0,0,0
16,F30,A14,新北市三芝區-臺北市內湖區,0,1,0,0,0,0,0,0
46,F30,A16,新北市三芝區-臺北市北投區,0.434782609,0.347826087,0,0,0,0.217391304,0,0
16,F30,A09,新北市三芝區-臺北市大同區,0,1,0,0,0,0,0,0
17,F30,A02,新北市三芝區-臺北市大安區,1,0,0,0,0,0,0,0
14,F30,A11,新北市三芝區-臺北市文山區,1,0,0,0,0,0,0,0
25,F30,A01,新北市三芝區-臺北市松山區,0,1,0,0,0,0,0,0
16,F05,C06,新北市三重區-基隆市安樂區,0,0,0,0,0,1,0,0
14,F05,F30,新北市三重區-新北市三芝區,1,0,0,0,0,0,0,0
261,F05,F05,新北市三重區-新北市三重區,0.076628352,0.666666667,0,0.0651341,0,0,0.126436782,0.0651341
25,F05,F18,新北市三重區-新北市中和區,0,1,0,0,0,0,0,0
16,F05,F03,新北市三重區-新北市五股區,0,0,0,0,0,1,0,0
14,F05,F07,新北市三重區-新北市新店區,0,0,0,0,1,0,0,0
45,F05,F01,新北市三重區-新北市新莊區,0,0.311111111,0,0,0,0.688888889,0,0
96,F05,F04,新北市三重區-新北市蘆洲區,0,0.71875,0,0,0.104166667,0,0.177083333,0
110,F05,A10,新北市三重區-臺北市中山區,0,0.254545455,0,0,0.590909091,0.154545455,0,0
14,F05,A03,新北市三重區-臺北市中正區,0,0,0,0,0,1,0,0
48,F05,A17,新北市三重區-臺北市信義區,0,0.354166667,0,0.354166667,0.291666667,0,0,0
23,F05,A14,新北市三重區-臺北市內湖區,0,0,0,0,1,0,0,0
25,F05,A16,新北市三重區-臺北市北投區,0,1,0,0,0,0,0,0
63,F05,A15,新北市三重區-臺北市士林區,0,0.507936508,0,0,0,0.492063492,0,0
50,F05,A09,新北市三重區-臺北市大同區,0.4,0,0,0,0,0.6,0,0
45,F05,A02,新北市三重區-臺北市大安區,0,0.355555556,0,0,0.311111111,0.333333333,0,0
332,F18,F18,新北市中和區-新北市中和區,0.060240964,0.746987952,0,0,0,0.048192771,0.051204819,0.093373494
26,F18,F19,新北市中和區-新北市土城區,0.615384615,0,0,0,0,0.384615385,0,0
113,F18,F07,新北市中和區-新北市新店區,0,1,0,0,0,0,0,0
72,F18,F14,新北市中和區-新北市板橋區,0,0.388888889,0,0,0,0.416666667,0.194444444,0
16,F18,F02,新北市中和區-新北市林口區,0,1,0,0,0,0,0,0
59,F18,F33,新北市中和區-新北市永和區,0.762711864,0,0,0,0,0.237288136,0,0
102,F18,A03,新北市中和區-臺北市中正區,0.137254902,0.323529412,0,0,0.539215686,0,0,0
53,F18,A17,新北市中和區-臺北市信義區,0,0.433962264,0,0,0.264150943,0.301886792,0,0
25,F18,A14,新北市中和區-臺北市內湖區,0,1,0,0,0,0,0,0
28,F18,A13,新北市中和區-臺北市南港區,0,0,0,0,1,0,0,0
15,F18,A02,新北市中和區-臺北市大安區,0,0,0,0,1,0,0,0
10,F18,A11,新北市中和區-臺北市文山區,0,0,0,0,0,1,0,0
15,F18,A01,新北市中和區-臺北市松山區,0,1,0,0,0,0,0,0
53,F18,A05,新北市中和區-臺北市萬華區,0,0.679245283,0,0,0,0.320754717,0,0
37,F03,F05,新北市五股區-新北市三重區,0,0.621621622,0,0,0,0.378378378,0,0
103,F03,F03,新北市五股區-新北市五股區,0,0.834951456,0,0,0,0,0,0.165048544
16,F03,F14,新北市五股區-新北市板橋區,0,1,0,0,0,0,0,0
